n_agents,ba_degree,er_prob,p_rewiring,uncertainty,n_experiments,rewiring_type,mean_degree,density,avg_clustering,avg_short_path_lenght,degree_variance,network_type,true_consensus,convergence_step,agent_type
69,10,0.12204547928669851,0.08737833217244606,0.0003054312200978044,11,randomize,10.0,0.14705882352941177,0.5099295229730011,2.424126172208014,100.89855072463769,ws,0.5072463768115942,80,beta
48,10,0.0016285835574922913,0.6302129351174968,0.00036749530130569927,11,randomize,10.0,0.2127659574468085,0.21010401635401635,1.8696808510638299,105.33333333333333,ws,0.3125,72,beta
171,4,0.2018623892385585,0.013969523509117399,0.00041153072533455263,24,randomize,4.0,0.023529411764705882,0.4697855750487328,10.711592707258342,16.08187134502924,ws,0.07017543859649122,76,beta
42,9,0.07248722122397772,0.8103725714457909,0.00024024883130138578,52,randomize,8.0,0.1951219512195122,0.1728640407211836,1.9500580720092915,67.19047619047619,ws,0.5476190476190477,38,beta
109,6,0.1429292221867528,0.7127551531836065,0.0005855178864656493,22,randomize,6.0,0.05555555555555555,0.045602155235182754,2.7803261977573905,38.31192660550459,ws,0.28440366972477066,95,beta
102,8,0.2369287008380631,0.45188289432238016,0.0009226436429054109,22,randomize,8.0,0.07920792079207921,0.1613261466202642,2.491555037856727,66.82352941176471,ws,0.5196078431372549,87,beta
133,3,0.016980366068509112,0.05008541741414163,0.000941657018461992,75,randomize,2.0,0.015151515151515152,0.0,37.3403964456596,4.06015037593985,ws,0.3007518796992481,60,beta
156,2,0.01529528567301508,0.20589422587843587,0.0007033721426275617,63,randomize,2.0,0.012903225806451613,0.014957264957264956,0.0,4.256410256410256,ws,0.26282051282051283,73,beta
164,3,0.23041623713471177,0.4457264046360442,0.0009700609200209404,68,randomize,2.0,0.012269938650306749,0.0,0.0,4.853658536585366,ws,0.2804878048780488,98,beta
199,10,0.20021491632478777,0.48856979252533717,0.0007350988972595782,46,randomize,10.0,0.050505050505050504,0.11856855251032017,2.599715750469519,103.60804020100502,ws,0.49246231155778897,66,beta
128,5,0.206572313787699,0.2795511298704271,0.000507264422685135,35,randomize,4.0,0.031496062992125984,0.18962053571428564,4.174212598425197,16.875,ws,0.40625,110,beta
38,6,0.043783779602104306,0.5375338451206136,0.0007008031573705255,52,randomize,6.0,0.16216216216216217,0.17894736842105263,2.1749644381223328,37.89473684210526,ws,0.3157894736842105,33,beta
19,9,0.1779284430976925,0.82455220773965,0.00018445332463347923,98,randomize,8.0,0.4444444444444444,0.4539232697127434,1.5555555555555556,67.26315789473684,ws,0.0,10,beta
12,4,0.1607906163066583,0.9203857651007729,0.0007532463352950251,41,randomize,4.0,0.36363636363636365,0.28214285714285714,1.696969696969697,17.333333333333332,ws,0.5833333333333334,28,beta
